,hb,year,month,day,hour
2068,7,2020,3,27,4
2069,6,2020,3,27,5
2070,6,2020,3,27,6
2071,8,2020,3,27,7
2072,7,2020,3,27,8
2073,7,2020,3,27,9
2074,7,2020,3,27,10
2075,8,2020,3,27,11
2076,6,2020,3,27,12
2077,7,2020,3,27,13
2078,7,2020,3,27,14
2079,6,2020,3,27,15
2080,7,2020,3,27,16
2081,7,2020,3,27,17
2082,7,2020,3,27,18
2083,8,2020,3,27,19
2084,7,2020,3,27,20
2085,7,2020,3,27,21
2086,8,2020,3,27,22
2087,7,2020,3,27,23
2088,6,2020,3,28,0
2089,7,2020,3,28,1
2090,7,2020,3,28,2
2091,7,2020,3,28,3
2092,7,2020,3,28,4
2093,7,2020,3,28,5
2094,7,2020,3,28,6
2095,6,2020,3,28,7
2096,8,2020,3,28,8
2097,6,2020,3,28,9
2098,6,2020,3,28,10
2099,8,2020,3,28,11
2100,7,2020,3,28,12
2101,7,2020,3,28,13
2102,8,2020,3,28,14
2103,8,2020,3,28,15
2104,7,2020,3,28,16
2105,7,2020,3,28,17
2106,7,2020,3,28,18
2107,6,2020,3,28,19
2108,8,2020,3,28,20
2109,7,2020,3,28,21
2110,7,2020,3,28,22
2111,7,2020,3,28,23
2112,7,2020,3,29,0
2113,8,2020,3,29,1
2114,7,2020,3,29,2
2115,7,2020,3,29,3
2116,7,2020,3,29,4
2117,7,2020,3,29,5
2118,7,2020,3,29,6
2119,8,2020,3,29,7
2120,7,2020,3,29,8
2121,7,2020,3,29,9
2122,6,2020,3,29,10
2123,7,2020,3,29,11
2124,7,2020,3,29,12
2125,7,2020,3,29,13
2126,7,2020,3,29,14
2127,7,2020,3,29,15
2128,6,2020,3,29,16
2129,7,2020,3,29,17
2130,7,2020,3,29,18
2131,7,2020,3,29,19
2132,7,2020,3,29,20
2133,7,2020,3,29,21
2134,8,2020,3,29,22
2135,7,2020,3,29,23
2136,6,2020,3,30,0
2137,8,2020,3,30,1
2138,8,2020,3,30,2
2139,7,2020,3,30,3
2140,6,2020,3,30,4
2141,8,2020,3,30,5
2142,7,2020,3,30,6
2143,6,2020,3,30,7
2144,7,2020,3,30,8
2145,7,2020,3,30,9
2146,7,2020,3,30,10
2147,8,2020,3,30,11
2148,7,2020,3,30,12
2149,7,2020,3,30,13
2150,7,2020,3,30,14
2151,7,2020,3,30,15
2152,7,2020,3,30,16
2153,8,2020,3,30,17
2154,7,2020,3,30,18
2155,7,2020,3,30,19
2156,7,2020,3,30,20
2157,7,2020,3,30,21
2158,7,2020,3,30,22
2159,7,2020,3,30,23
2160,7,2020,3,31,0
2161,8,2020,3,31,1
2162,7,2020,3,31,2
2163,7,2020,3,31,3
2164,6,2020,3,31,4
2165,7,2020,3,31,5
2166,7,2020,3,31,6
2167,8,2020,3,31,7
2168,7,2020,3,31,8
2169,7,2020,3,31,9
2170,8,2020,3,31,10
2171,7,2020,3,31,11
2172,7,2020,3,31,12
2173,8,2020,3,31,13
2174,6,2020,3,31,14
2175,6,2020,3,31,15
2176,6,2020,3,31,16
2177,7,2020,3,31,17
2178,8,2020,3,31,18
2179,7,2020,3,31,19
2180,7,2020,3,31,20
2181,7,2020,3,31,21
2182,8,2020,3,31,22
2183,6,2020,3,31,23
2184,7,2020,4,1,0
2185,7,2020,4,1,1
2186,6,2020,4,1,2
2187,7,2020,4,1,3
2188,7,2020,4,1,4
2189,7,2020,4,1,5
2190,7,2020,4,1,6
2191,7,2020,4,1,7
2192,7,2020,4,1,8
2193,8,2020,4,1,9
2194,7,2020,4,1,10
2195,7,2020,4,1,11
2196,6,2020,4,1,12
2197,7,2020,4,1,13
2198,7,2020,4,1,14
2199,7,2020,4,1,15
2200,7,2020,4,1,16
2201,7,2020,4,1,17
2202,6,2020,4,1,18
2203,7,2020,4,1,19
2204,7,2020,4,1,20
2205,6,2020,4,1,21
2206,6,2020,4,1,22
2207,7,2020,4,1,23
2208,6,2020,4,2,0
2209,7,2020,4,2,1
2210,7,2020,4,2,2
2211,7,2020,4,2,3
2212,6,2020,4,2,4
2213,7,2020,4,2,5
2214,7,2020,4,2,6
2215,8,2020,4,2,7
2216,8,2020,4,2,8
2217,7,2020,4,2,9
2218,7,2020,4,2,10
2219,7,2020,4,2,11
2220,8,2020,4,2,12
2221,7,2020,4,2,13
2222,7,2020,4,2,14
2223,7,2020,4,2,15
2224,7,2020,4,2,16
2225,7,2020,4,2,17
2226,7,2020,4,2,18
2227,7,2020,4,2,19
2228,7,2020,4,2,20
2229,6,2020,4,2,21
2230,7,2020,4,2,22
2231,6,2020,4,2,23
2232,7,2020,4,3,0
2233,7,2020,4,3,1
2234,6,2020,4,3,2
2235,7,2020,4,3,3
2236,7,2020,4,3,4
2237,8,2020,4,3,5
2238,7,2020,4,3,6
2239,7,2020,4,3,7
2240,7,2020,4,3,8
2241,7,2020,4,3,9
2242,7,2020,4,3,10
2243,8,2020,4,3,11
2244,7,2020,4,3,12
2245,6,2020,4,3,13
2246,6,2020,4,3,14
2247,7,2020,4,3,15
2248,6,2020,4,3,16
2249,7,2020,4,3,17
2250,7,2020,4,3,18
2251,8,2020,4,3,19
2252,6,2020,4,3,20
2253,7,2020,4,3,21
2254,8,2020,4,3,22
2255,7,2020,4,3,23
2256,7,2020,4,4,0
2257,8,2020,4,4,1
2258,8,2020,4,4,2
2259,7,2020,4,4,3
2260,7,2020,4,4,4
2261,7,2020,4,4,5
2262,6,2020,4,4,6
2263,8,2020,4,4,7
2264,7,2020,4,4,8
2265,7,2020,4,4,9
2266,7,2020,4,4,10
2267,8,2020,4,4,11
2268,8,2020,4,4,12
2269,7,2020,4,4,13
2270,7,2020,4,4,14
2271,7,2020,4,4,15
2272,7,2020,4,4,16
2273,7,2020,4,4,17
2274,7,2020,4,4,18
2275,7,2020,4,4,19
2276,6,2020,4,4,20
2277,7,2020,4,4,21
2278,7,2020,4,4,22
2279,6,2020,4,4,23
2280,7,2020,4,5,0
2281,7,2020,4,5,1
2282,7,2020,4,5,2
2283,7,2020,4,5,3
2284,7,2020,4,5,4
2285,7,2020,4,5,5
2286,8,2020,4,5,6
2287,7,2020,4,5,7
2288,7,2020,4,5,8
2289,7,2020,4,5,9
2290,7,2020,4,5,10
2291,7,2020,4,5,11
2292,8,2020,4,5,12
2293,7,2020,4,5,13
2294,7,2020,4,5,14
2295,6,2020,4,5,15
2296,8,2020,4,5,16
2297,6,2020,4,5,17
2298,7,2020,4,5,18
2299,7,2020,4,5,19
2300,7,2020,4,5,20
2301,6,2020,4,5,21
2302,7,2020,4,5,22
2303,7,2020,4,5,23
2304,7,2020,4,6,0
2305,7,2020,4,6,1
2306,7,2020,4,6,2
2307,8,2020,4,6,3
2308,8,2020,4,6,4
2309,8,2020,4,6,5
2310,7,2020,4,6,6
2311,7,2020,4,6,7
2312,7,2020,4,6,8
2313,6,2020,4,6,9
2314,7,2020,4,6,10
2315,7,2020,4,6,11
2316,7,2020,4,6,12
2317,7,2020,4,6,13
2318,7,2020,4,6,14
2319,7,2020,4,6,15
2320,7,2020,4,6,16
2321,7,2020,4,6,17
2322,7,2020,4,6,18
2323,8,2020,4,6,19
2324,7,2020,4,6,20
2325,7,2020,4,6,21
2326,7,2020,4,6,22
2327,8,2020,4,6,23
2328,7,2020,4,7,0
2329,8,2020,4,7,1
2330,7,2020,4,7,2
2331,7,2020,4,7,3
2332,7,2020,4,7,4
2333,8,2020,4,7,5
2334,7,2020,4,7,6
2335,8,2020,4,7,7
2336,7,2020,4,7,8
2337,7,2020,4,7,9
2338,8,2020,4,7,10
2339,7,2020,4,7,11
2340,7,2020,4,7,12
2341,7,2020,4,7,13
2342,7,2020,4,7,14
2343,8,2020,4,7,15
2344,7,2020,4,7,16
2345,8,2020,4,7,17
2346,8,2020,4,7,18
2347,7,2020,4,7,19
2348,8,2020,4,7,20
2349,7,2020,4,7,21
2350,7,2020,4,7,22
2351,7,2020,4,7,23
2352,7,2020,4,8,0
2353,7,2020,4,8,1
2354,6,2020,4,8,2
2355,7,2020,4,8,3
2356,7,2020,4,8,4
2357,7,2020,4,8,5
2358,8,2020,4,8,6
2359,7,2020,4,8,7
2360,7,2020,4,8,8
2361,7,2020,4,8,9
2362,7,2020,4,8,10
2363,7,2020,4,8,11
2364,7,2020,4,8,12
2365,7,2020,4,8,13
2366,6,2020,4,8,14
2367,7,2020,4,8,15
2368,8,2020,4,8,16
2369,7,2020,4,8,17
2370,8,2020,4,8,18
2371,7,2020,4,8,19
2372,6,2020,4,8,20
2373,7,2020,4,8,21
2374,6,2020,4,8,22
2375,7,2020,4,8,23
2376,7,2020,4,9,0
2377,7,2020,4,9,1
2378,7,2020,4,9,2
2379,8,2020,4,9,3
2380,7,2020,4,9,4
2381,7,2020,4,9,5
2382,7,2020,4,9,6
2383,7,2020,4,9,7
2384,7,2020,4,9,8
2385,7,2020,4,9,9
2386,6,2020,4,9,10
2387,8,2020,4,9,11
2388,8,2020,4,9,12
2389,8,2020,4,9,13
2390,7,2020,4,9,14
2391,8,2020,4,9,15
2392,7,2020,4,9,16
2393,7,2020,4,9,17
2394,7,2020,4,9,18
2395,7,2020,4,9,19
2396,7,2020,4,9,20
2397,6,2020,4,9,21
2398,7,2020,4,9,22
2399,7,2020,4,9,23
2400,7,2020,4,10,0
2401,7,2020,4,10,1
2402,8,2020,4,10,2
2403,7,2020,4,10,3
2404,7,2020,4,10,4
2405,8,2020,4,10,5
2406,6,2020,4,10,6
2407,6,2020,4,10,7
2408,7,2020,4,10,8
2409,7,2020,4,10,9
2410,7,2020,4,10,10
2411,8,2020,4,10,11
2412,7,2020,4,10,12
2413,6,2020,4,10,13
2414,8,2020,4,10,14
2415,6,2020,4,10,15
2416,7,2020,4,10,16
2417,8,2020,4,10,17
2418,7,2020,4,10,18
2419,7,2020,4,10,19
2420,8,2020,4,10,20
2421,8,2020,4,10,21
2422,6,2020,4,10,22
2423,8,2020,4,10,23
2424,7,2020,4,11,0
2425,7,2020,4,11,1
2426,6,2020,4,11,2
2427,7,2020,4,11,3
2428,7,2020,4,11,4
2429,7,2020,4,11,5
2430,6,2020,4,11,6
2431,7,2020,4,11,7
2432,6,2020,4,11,8
2433,7,2020,4,11,9
2434,7,2020,4,11,10
2435,7,2020,4,11,11
2436,7,2020,4,11,12
2437,6,2020,4,11,13
2438,7,2020,4,11,14
2439,8,2020,4,11,15
2440,6,2020,4,11,16
2441,8,2020,4,11,17
2442,8,2020,4,11,18
2443,7,2020,4,11,19
2444,7,2020,4,11,20
2445,7,2020,4,11,21
2446,7,2020,4,11,22
2447,7,2020,4,11,23
2448,7,2020,4,12,0
2449,6,2020,4,12,1
2450,7,2020,4,12,2
2451,6,2020,4,12,3
2452,6,2020,4,12,4
2453,7,2020,4,12,5
2454,8,2020,4,12,6
2455,6,2020,4,12,7
2456,6,2020,4,12,8
2457,8,2020,4,12,9
2458,6,2020,4,12,10
2459,7,2020,4,12,11
2460,7,2020,4,12,12
2461,8,2020,4,12,13
2462,7,2020,4,12,14
2463,7,2020,4,12,15
2464,7,2020,4,12,16
2465,8,2020,4,12,17
2466,6,2020,4,12,18
2467,7,2020,4,12,19
2468,8,2020,4,12,20
2469,8,2020,4,12,21
2470,7,2020,4,12,22
2471,7,2020,4,12,23
2472,8,2020,4,13,0
2473,7,2020,4,13,1
2474,8,2020,4,13,2
2475,7,2020,4,13,3
2476,7,2020,4,13,4
2477,7,2020,4,13,5
2478,7,2020,4,13,6
2479,7,2020,4,13,7
2480,7,2020,4,13,8
2481,7,2020,4,13,9
2482,7,2020,4,13,10
2483,8,2020,4,13,11
2484,7,2020,4,13,12
2485,7,2020,4,13,13
2486,7,2020,4,13,14
2487,7,2020,4,13,15
2488,8,2020,4,13,16
2489,7,2020,4,13,17
2490,7,2020,4,13,18
2491,7,2020,4,13,19
2492,7,2020,4,13,20
2493,7,2020,4,13,21
2494,6,2020,4,13,22
2495,8,2020,4,13,23
2496,7,2020,4,14,0
2497,7,2020,4,14,1
2498,6,2020,4,14,2
2499,7,2020,4,14,3
2500,7,2020,4,14,4
2501,6,2020,4,14,5
2502,8,2020,4,14,6
2503,7,2020,4,14,7
2504,6,2020,4,14,8
2505,7,2020,4,14,9
2506,7,2020,4,14,10
2507,7,2020,4,14,11
2508,8,2020,4,14,12
2509,7,2020,4,14,13
2510,7,2020,4,14,14
2511,7,2020,4,14,15
2512,7,2020,4,14,16
2513,7,2020,4,14,17
2514,7,2020,4,14,18
2515,8,2020,4,14,19
2516,7,2020,4,14,20
2517,6,2020,4,14,21
2518,7,2020,4,14,22
2519,7,2020,4,14,23
2520,7,2020,4,15,0
2521,7,2020,4,15,1
2522,7,2020,4,15,2
2523,7,2020,4,15,3
2524,7,2020,4,15,4
2525,7,2020,4,15,5
2526,6,2020,4,15,6
2527,8,2020,4,15,7
2528,8,2020,4,15,8
2529,7,2020,4,15,9
2530,6,2020,4,15,10
2531,7,2020,4,15,11
2532,7,2020,4,15,12
2533,8,2020,4,15,13
2534,7,2020,4,15,14
2535,6,2020,4,15,15
2536,7,2020,4,15,16
2537,6,2020,4,15,17
2538,6,2020,4,15,18
2539,7,2020,4,15,19
2540,7,2020,4,15,20
2541,6,2020,4,15,21
2542,7,2020,4,15,22
2543,7,2020,4,15,23
2544,7,2020,4,16,0
2545,8,2020,4,16,1
2546,7,2020,4,16,2
2547,7,2020,4,16,3
2548,7,2020,4,16,4
2549,7,2020,4,16,5
2550,7,2020,4,16,6
2551,6,2020,4,16,7
2552,7,2020,4,16,8
2553,7,2020,4,16,9
2554,7,2020,4,16,10
2555,6,2020,4,16,11
2556,7,2020,4,16,12
2557,7,2020,4,16,13
2558,8,2020,4,16,14
2559,7,2020,4,16,15
2560,8,2020,4,16,16
2561,7,2020,4,16,17
2562,8,2020,4,16,18
2563,8,2020,4,16,19
2564,7,2020,4,16,20
2565,7,2020,4,16,21
2566,7,2020,4,16,22
2567,7,2020,4,16,23
2568,7,2020,4,17,0
2569,7,2020,4,17,1
2570,7,2020,4,17,2
2571,7,2020,4,17,3
2572,6,2020,4,17,4
2573,7,2020,4,17,5
2574,7,2020,4,17,6
2575,7,2020,4,17,7
2576,7,2020,4,17,8
2577,7,2020,4,17,9
2578,8,2020,4,17,10
2579,7,2020,4,17,11
2580,7,2020,4,17,12
2581,8,2020,4,17,13
2582,6,2020,4,17,14
2583,8,2020,4,17,15
2584,7,2020,4,17,16
2585,8,2020,4,17,17
2586,7,2020,4,17,18
2587,7,2020,4,17,19
2588,8,2020,4,17,20
2589,6,2020,4,17,21
2590,7,2020,4,17,22
2591,7,2020,4,17,23
2592,7,2020,4,18,0
2593,7,2020,4,18,1
2594,7,2020,4,18,2
2595,7,2020,4,18,3
2596,7,2020,4,18,4
2597,7,2020,4,18,5
2598,7,2020,4,18,6
2599,7,2020,4,18,7
2600,7,2020,4,18,8
2601,7,2020,4,18,9
2602,7,2020,4,18,10
2603,7,2020,4,18,11
2604,8,2020,4,18,12
2605,7,2020,4,18,13
2606,7,2020,4,18,14
2607,7,2020,4,18,15
2608,7,2020,4,18,16
2609,7,2020,4,18,17
2610,7,2020,4,18,18
2611,7,2020,4,18,19
2612,8,2020,4,18,20
2613,7,2020,4,18,21
2614,7,2020,4,18,22
2615,7,2020,4,18,23
2616,8,2020,4,19,0
2617,7,2020,4,19,1
2618,8,2020,4,19,2
2619,8,2020,4,19,3
2620,7,2020,4,19,4
2621,8,2020,4,19,5
2622,7,2020,4,19,6
2623,7,2020,4,19,7
2624,7,2020,4,19,8
2625,7,2020,4,19,9
2626,7,2020,4,19,10
2627,6,2020,4,19,11
2628,7,2020,4,19,12
2629,7,2020,4,19,13
2630,7,2020,4,19,14
2631,7,2020,4,19,15
2632,8,2020,4,19,16
2633,7,2020,4,19,17
2634,8,2020,4,19,18
2635,7,2020,4,19,19
2636,7,2020,4,19,20
2637,8,2020,4,19,21
2638,7,2020,4,19,22
2639,8,2020,4,19,23
2640,7,2020,4,20,0
2641,8,2020,4,20,1
2642,7,2020,4,20,2
2643,8,2020,4,20,3
2644,7,2020,4,20,4
2645,7,2020,4,20,5
2646,7,2020,4,20,6
2647,7,2020,4,20,7
2648,8,2020,4,20,8
2649,7,2020,4,20,9
2650,7,2020,4,20,10
2651,6,2020,4,20,11
2652,7,2020,4,20,12
2653,7,2020,4,20,13
2654,7,2020,4,20,14
2655,8,2020,4,20,15
2656,6,2020,4,20,16
2657,8,2020,4,20,17
2658,7,2020,4,20,18
2659,7,2020,4,20,19
2660,6,2020,4,20,20
2661,7,2020,4,20,21
2662,6,2020,4,20,22
2663,7,2020,4,20,23
2664,7,2020,4,21,0
2665,8,2020,4,21,1
2666,7,2020,4,21,2
2667,7,2020,4,21,3
2668,7,2020,4,21,4
2669,7,2020,4,21,5
2670,8,2020,4,21,6
2671,8,2020,4,21,7
2672,7,2020,4,21,8
2673,7,2020,4,21,9
2674,7,2020,4,21,10
2675,7,2020,4,21,11
2676,7,2020,4,21,12
2677,7,2020,4,21,13
2678,7,2020,4,21,14
2679,7,2020,4,21,15
2680,7,2020,4,21,16
2681,8,2020,4,21,17
2682,7,2020,4,21,18
2683,7,2020,4,21,19
2684,6,2020,4,21,20
2685,7,2020,4,21,21
2686,7,2020,4,21,22
2687,7,2020,4,21,23
2688,7,2020,4,22,0
2689,8,2020,4,22,1
2690,7,2020,4,22,2
2691,8,2020,4,22,3
2692,7,2020,4,22,4
2693,7,2020,4,22,5
2694,7,2020,4,22,6
2695,8,2020,4,22,7
2696,8,2020,4,22,8
2697,6,2020,4,22,9
2698,7,2020,4,22,10
2699,7,2020,4,22,11
2700,7,2020,4,22,12
2701,7,2020,4,22,13
2702,6,2020,4,22,14
2703,8,2020,4,22,15
2704,7,2020,4,22,16
2705,8,2020,4,22,17
2706,7,2020,4,22,18
2707,7,2020,4,22,19
2708,7,2020,4,22,20
2709,7,2020,4,22,21
2710,7,2020,4,22,22
2711,8,2020,4,22,23
2712,7,2020,4,23,0
2713,7,2020,4,23,1
2714,7,2020,4,23,2
2715,7,2020,4,23,3
2716,7,2020,4,23,4
2717,8,2020,4,23,5
2718,7,2020,4,23,6
2719,7,2020,4,23,7
2720,7,2020,4,23,8
2721,7,2020,4,23,9
2722,7,2020,4,23,10
2723,7,2020,4,23,11
2724,6,2020,4,23,12
2725,6,2020,4,23,13
2726,7,2020,4,23,14
2727,7,2020,4,23,15
2728,7,2020,4,23,16
2729,7,2020,4,23,17
2730,7,2020,4,23,18
2731,6,2020,4,23,19
2732,7,2020,4,23,20
2733,7,2020,4,23,21
2734,6,2020,4,23,22
2735,7,2020,4,23,23
2736,7,2020,4,24,0
2737,7,2020,4,24,1
2738,6,2020,4,24,2
2739,6,2020,4,24,3
2740,7,2020,4,24,4
2741,7,2020,4,24,5
2742,7,2020,4,24,6
2743,7,2020,4,24,7
2744,8,2020,4,24,8
2745,7,2020,4,24,9
2746,7,2020,4,24,10
2747,8,2020,4,24,11
2748,7,2020,4,24,12
2749,6,2020,4,24,13
2750,7,2020,4,24,14
2751,7,2020,4,24,15
2752,7,2020,4,24,16
2753,7,2020,4,24,17
2754,6,2020,4,24,18
2755,7,2020,4,24,19
2756,6,2020,4,24,20
2757,7,2020,4,24,21
2758,7,2020,4,24,22
2759,7,2020,4,24,23
2760,8,2020,4,25,0
2761,7,2020,4,25,1
2762,8,2020,4,25,2
2763,7,2020,4,25,3
2764,7,2020,4,25,4
2765,7,2020,4,25,5
2766,7,2020,4,25,6
2767,8,2020,4,25,7
2768,7,2020,4,25,8
2769,7,2020,4,25,9
2770,7,2020,4,25,10
2771,7,2020,4,25,11
2772,8,2020,4,25,12
2773,7,2020,4,25,13
2774,7,2020,4,25,14
2775,6,2020,4,25,15
2776,7,2020,4,25,16
2777,6,2020,4,25,17
2778,8,2020,4,25,18
2779,7,2020,4,25,19
2780,7,2020,4,25,20
2781,7,2020,4,25,21
2782,7,2020,4,25,22
2783,7,2020,4,25,23
2784,7,2020,4,26,0
2785,7,2020,4,26,1
2786,7,2020,4,26,2
2787,6,2020,4,26,3
2788,7,2020,4,26,4
2789,7,2020,4,26,5
2790,7,2020,4,26,6
2791,7,2020,4,26,7
2792,7,2020,4,26,8
2793,7,2020,4,26,9
2794,7,2020,4,26,10
2795,7,2020,4,26,11
2796,7,2020,4,26,12
2797,8,2020,4,26,13
2798,7,2020,4,26,14
2799,7,2020,4,26,15
2800,7,2020,4,26,16
2801,8,2020,4,26,17
2802,7,2020,4,26,18
2803,7,2020,4,26,19
2804,7,2020,4,26,20
2805,6,2020,4,26,21
2806,8,2020,4,26,22
2807,7,2020,4,26,23
2808,7,2020,4,27,0
2809,7,2020,4,27,1
2810,7,2020,4,27,2
2811,7,2020,4,27,3
2812,8,2020,4,27,4
2813,8,2020,4,27,5
2814,6,2020,4,27,6
2815,7,2020,4,27,7
2816,7,2020,4,27,8
2817,8,2020,4,27,9
2818,7,2020,4,27,10
2819,7,2020,4,27,11
2820,7,2020,4,27,12
2821,7,2020,4,27,13
2822,8,2020,4,27,14
2823,6,2020,4,27,15
2824,7,2020,4,27,16
2825,7,2020,4,27,17
2826,7,2020,4,27,18
2827,7,2020,4,27,19
2828,7,2020,4,27,20
2829,7,2020,4,27,21
2830,6,2020,4,27,22
2831,8,2020,4,27,23
2832,7,2020,4,28,0
2833,8,2020,4,28,1
2834,6,2020,4,28,2
2835,6,2020,4,28,3
2836,8,2020,4,28,4
2837,7,2020,4,28,5
2838,7,2020,4,28,6
2839,7,2020,4,28,7
2840,7,2020,4,28,8
2841,7,2020,4,28,9
2842,7,2020,4,28,10
2843,8,2020,4,28,11
2844,7,2020,4,28,12
2845,6,2020,4,28,13
2846,7,2020,4,28,14
2847,7,2020,4,28,15
2848,8,2020,4,28,16
2849,8,2020,4,28,17
2850,7,2020,4,28,18
2851,7,2020,4,28,19
2852,7,2020,4,28,20
2853,7,2020,4,28,21
2854,7,2020,4,28,22
2855,7,2020,4,28,23
2856,7,2020,4,29,0
2857,7,2020,4,29,1
2858,7,2020,4,29,2
2859,6,2020,4,29,3
2860,8,2020,4,29,4
2861,7,2020,4,29,5
2862,6,2020,4,29,6
2863,7,2020,4,29,7
2864,7,2020,4,29,8
2865,8,2020,4,29,9
2866,7,2020,4,29,10
2867,7,2020,4,29,11
2868,7,2020,4,29,12
2869,7,2020,4,29,13
2870,8,2020,4,29,14
2871,6,2020,4,29,15
2872,6,2020,4,29,16
2873,7,2020,4,29,17
2874,7,2020,4,29,18
2875,7,2020,4,29,19
2876,7,2020,4,29,20
2877,6,2020,4,29,21
2878,7,2020,4,29,22
2879,7,2020,4,29,23
2880,7,2020,4,30,0
2881,6,2020,4,30,1
2882,7,2020,4,30,2
2883,8,2020,4,30,3
2884,7,2020,4,30,4
2885,8,2020,4,30,5
2886,7,2020,4,30,6
2887,7,2020,4,30,7
2888,7,2020,4,30,8
2889,7,2020,4,30,9
2890,8,2020,4,30,10
2891,8,2020,4,30,11
2892,7,2020,4,30,12
2893,7,2020,4,30,13
2894,7,2020,4,30,14
2895,8,2020,4,30,15
2896,7,2020,4,30,16
2897,7,2020,4,30,17
2898,8,2020,4,30,18
2899,7,2020,4,30,19
2900,7,2020,4,30,20
2901,7,2020,4,30,21
2902,7,2020,4,30,22
2903,6,2020,4,30,23
2904,8,2020,5,1,0
2905,7,2020,5,1,1
2906,6,2020,5,1,2
2907,7,2020,5,1,3
2908,7,2020,5,1,4
2909,7,2020,5,1,5
2910,7,2020,5,1,6
2911,7,2020,5,1,7
2912,7,2020,5,1,8
2913,7,2020,5,1,9
2914,7,2020,5,1,10
2915,7,2020,5,1,11
2916,6,2020,5,1,12
2917,8,2020,5,1,13
2918,8,2020,5,1,14
2919,7,2020,5,1,15
2920,7,2020,5,1,16
2921,7,2020,5,1,17
2922,7,2020,5,1,18
2923,7,2020,5,1,19
2924,7,2020,5,1,20
2925,7,2020,5,1,21
2926,6,2020,5,1,22
2927,6,2020,5,1,23
2928,6,2020,5,2,0
2929,7,2020,5,2,1
2930,7,2020,5,2,2
2931,7,2020,5,2,3
2932,7,2020,5,2,4
2933,7,2020,5,2,5
2934,7,2020,5,2,6
2935,8,2020,5,2,7
2936,8,2020,5,2,8
2937,7,2020,5,2,9
2938,7,2020,5,2,10
2939,7,2020,5,2,11
2940,7,2020,5,2,12
2941,7,2020,5,2,13
2942,7,2020,5,2,14
2943,8,2020,5,2,15
2944,7,2020,5,2,16
2945,6,2020,5,2,17
2946,7,2020,5,2,18
2947,7,2020,5,2,19
2948,7,2020,5,2,20
2949,6,2020,5,2,21
2950,7,2020,5,2,22
2951,7,2020,5,2,23
2952,7,2020,5,3,0
2953,7,2020,5,3,1
2954,7,2020,5,3,2
2955,7,2020,5,3,3
2956,7,2020,5,3,4
2957,7,2020,5,3,5
2958,6,2020,5,3,6
2959,7,2020,5,3,7
2960,7,2020,5,3,8
2961,7,2020,5,3,9
2962,8,2020,5,3,10
2963,8,2020,5,3,11
2964,6,2020,5,3,12
2965,8,2020,5,3,13
2966,7,2020,5,3,14
2967,7,2020,5,3,15
2968,7,2020,5,3,16
2969,8,2020,5,3,17
2970,7,2020,5,3,18
2971,7,2020,5,3,19
2972,7,2020,5,3,20
2973,7,2020,5,3,21
2974,7,2020,5,3,22
2975,7,2020,5,3,23
2976,6,2020,5,4,0
2977,7,2020,5,4,1
2978,6,2020,5,4,2
2979,8,2020,5,4,3
2980,7,2020,5,4,4
2981,7,2020,5,4,5
2982,8,2020,5,4,6
2983,7,2020,5,4,7
2984,7,2020,5,4,8
2985,6,2020,5,4,9
2986,7,2020,5,4,10
2987,7,2020,5,4,11
2988,7,2020,5,4,12
2989,7,2020,5,4,13
2990,7,2020,5,4,14
2991,7,2020,5,4,15
2992,7,2020,5,4,16
2993,6,2020,5,4,17
2994,8,2020,5,4,18
2995,7,2020,5,4,19
2996,7,2020,5,4,20
2997,7,2020,5,4,21
2998,7,2020,5,4,22
2999,7,2020,5,4,23
3000,7,2020,5,5,0
3001,7,2020,5,5,1
3002,7,2020,5,5,2
3003,7,2020,5,5,3
3004,6,2020,5,5,4
3005,7,2020,5,5,5
3006,7,2020,5,5,6
3007,7,2020,5,5,7
3008,7,2020,5,5,8
3009,8,2020,5,5,9
3010,6,2020,5,5,10
3011,8,2020,5,5,11
3012,7,2020,5,5,12
3013,7,2020,5,5,13
3014,6,2020,5,5,14
3015,7,2020,5,5,15
3016,7,2020,5,5,16
3017,6,2020,5,5,17
3018,7,2020,5,5,18
3019,7,2020,5,5,19
3020,7,2020,5,5,20
3021,8,2020,5,5,21
3022,8,2020,5,5,22
3023,7,2020,5,5,23
3024,7,2020,5,6,0
3025,7,2020,5,6,1
3026,8,2020,5,6,2
3027,7,2020,5,6,3
3028,7,2020,5,6,4
3029,6,2020,5,6,5
3030,6,2020,5,6,6
3031,7,2020,5,6,7
3032,6,2020,5,6,8
3033,7,2020,5,6,9
3034,6,2020,5,6,10
3035,7,2020,5,6,11
3036,8,2020,5,6,12
3037,8,2020,5,6,13
3038,8,2020,5,6,14
3039,7,2020,5,6,15
3040,7,2020,5,6,16
3041,7,2020,5,6,17
3042,7,2020,5,6,18
3043,7,2020,5,6,19
3044,7,2020,5,6,20
3045,7,2020,5,6,21
3046,7,2020,5,6,22
3047,7,2020,5,6,23
3048,7,2020,5,7,0
3049,7,2020,5,7,1
3050,7,2020,5,7,2
3051,7,2020,5,7,3
3052,7,2020,5,7,4
3053,7,2020,5,7,5
3054,7,2020,5,7,6
3055,7,2020,5,7,7
3056,7,2020,5,7,8
3057,7,2020,5,7,9
3058,7,2020,5,7,10
3059,8,2020,5,7,11
3060,7,2020,5,7,12
3061,8,2020,5,7,13
3062,7,2020,5,7,14
3063,7,2020,5,7,15
3064,7,2020,5,7,16
3065,7,2020,5,7,17
3066,7,2020,5,7,18
