,Hb,Date,Dates,Time
4117,4.0,2020-06-20 13:00:00,2020-06-20,13:00:00
4118,1.0,2020-06-20 14:00:00,2020-06-20,14:00:00
4119,3.0,2020-06-20 15:00:00,2020-06-20,15:00:00
4120,6.0,2020-06-20 16:00:00,2020-06-20,16:00:00
4121,1.0,2020-06-20 17:00:00,2020-06-20,17:00:00
4122,3.0,2020-06-20 18:00:00,2020-06-20,18:00:00
4123,2.0,2020-06-20 19:00:00,2020-06-20,19:00:00
4124,5.0,2020-06-20 20:00:00,2020-06-20,20:00:00
4125,3.0,2020-06-20 21:00:00,2020-06-20,21:00:00
4126,3.0,2020-06-20 22:00:00,2020-06-20,22:00:00
4127,3.0,2020-06-20 23:00:00,2020-06-20,23:00:00
4128,3.0,2020-06-21 00:00:00,2020-06-21,00:00:00
4129,4.0,2020-06-21 01:00:00,2020-06-21,01:00:00
4130,3.0,2020-06-21 02:00:00,2020-06-21,02:00:00
4131,3.0,2020-06-21 03:00:00,2020-06-21,03:00:00
4132,3.0,2020-06-21 04:00:00,2020-06-21,04:00:00
4133,3.0,2020-06-21 05:00:00,2020-06-21,05:00:00
4134,3.0,2020-06-21 06:00:00,2020-06-21,06:00:00
4135,5.0,2020-06-21 07:00:00,2020-06-21,07:00:00
4136,1.0,2020-06-21 08:00:00,2020-06-21,08:00:00
4137,5.0,2020-06-21 09:00:00,2020-06-21,09:00:00
4138,3.0,2020-06-21 10:00:00,2020-06-21,10:00:00
4139,1.0,2020-06-21 11:00:00,2020-06-21,11:00:00
4140,3.0,2020-06-21 12:00:00,2020-06-21,12:00:00
4141,2.0,2020-06-21 13:00:00,2020-06-21,13:00:00
4142,5.0,2020-06-21 14:00:00,2020-06-21,14:00:00
4143,6.0,2020-06-21 15:00:00,2020-06-21,15:00:00
4144,6.0,2020-06-21 16:00:00,2020-06-21,16:00:00
4145,3.0,2020-06-21 17:00:00,2020-06-21,17:00:00
4146,2.0,2020-06-21 18:00:00,2020-06-21,18:00:00
4147,4.0,2020-06-21 19:00:00,2020-06-21,19:00:00
4148,3.0,2020-06-21 20:00:00,2020-06-21,20:00:00
4149,4.0,2020-06-21 21:00:00,2020-06-21,21:00:00
4150,3.0,2020-06-21 22:00:00,2020-06-21,22:00:00
4151,3.0,2020-06-21 23:00:00,2020-06-21,23:00:00
4152,1.0,2020-06-22 00:00:00,2020-06-22,00:00:00
4153,2.0,2020-06-22 01:00:00,2020-06-22,01:00:00
4154,3.0,2020-06-22 02:00:00,2020-06-22,02:00:00
4155,6.0,2020-06-22 03:00:00,2020-06-22,03:00:00
4156,2.0,2020-06-22 04:00:00,2020-06-22,04:00:00
4157,1.0,2020-06-22 05:00:00,2020-06-22,05:00:00
4158,3.0,2020-06-22 06:00:00,2020-06-22,06:00:00
4159,7.0,2020-06-22 07:00:00,2020-06-22,07:00:00
4160,1.0,2020-06-22 08:00:00,2020-06-22,08:00:00
4161,4.0,2020-06-22 09:00:00,2020-06-22,09:00:00
4162,1.0,2020-06-22 10:00:00,2020-06-22,10:00:00
4163,1.0,2020-06-22 11:00:00,2020-06-22,11:00:00
4164,2.0,2020-06-22 12:00:00,2020-06-22,12:00:00
4165,4.0,2020-06-22 13:00:00,2020-06-22,13:00:00
4166,3.0,2020-06-22 14:00:00,2020-06-22,14:00:00
4167,2.0,2020-06-22 15:00:00,2020-06-22,15:00:00
4168,5.0,2020-06-22 16:00:00,2020-06-22,16:00:00
4169,2.0,2020-06-22 17:00:00,2020-06-22,17:00:00
4170,3.0,2020-06-22 18:00:00,2020-06-22,18:00:00
4171,6.0,2020-06-22 19:00:00,2020-06-22,19:00:00
4172,4.0,2020-06-22 20:00:00,2020-06-22,20:00:00
4173,7.0,2020-06-22 21:00:00,2020-06-22,21:00:00
4174,2.0,2020-06-22 22:00:00,2020-06-22,22:00:00
4175,4.0,2020-06-22 23:00:00,2020-06-22,23:00:00
4176,4.0,2020-06-23 00:00:00,2020-06-23,00:00:00
4177,2.0,2020-06-23 01:00:00,2020-06-23,01:00:00
4178,4.0,2020-06-23 02:00:00,2020-06-23,02:00:00
4179,8.0,2020-06-23 03:00:00,2020-06-23,03:00:00
4180,1.0,2020-06-23 04:00:00,2020-06-23,04:00:00
4181,1.0,2020-06-23 05:00:00,2020-06-23,05:00:00
4182,3.0,2020-06-23 06:00:00,2020-06-23,06:00:00
4183,4.0,2020-06-23 07:00:00,2020-06-23,07:00:00
4184,2.0,2020-06-23 08:00:00,2020-06-23,08:00:00
4185,4.0,2020-06-23 09:00:00,2020-06-23,09:00:00
4186,2.0,2020-06-23 10:00:00,2020-06-23,10:00:00
4187,1.0,2020-06-23 11:00:00,2020-06-23,11:00:00
4188,4.0,2020-06-23 12:00:00,2020-06-23,12:00:00
4189,2.0,2020-06-23 13:00:00,2020-06-23,13:00:00
4190,4.0,2020-06-23 14:00:00,2020-06-23,14:00:00
4191,4.0,2020-06-23 15:00:00,2020-06-23,15:00:00
4192,4.0,2020-06-23 16:00:00,2020-06-23,16:00:00
4193,2.0,2020-06-23 17:00:00,2020-06-23,17:00:00
4194,4.0,2020-06-23 18:00:00,2020-06-23,18:00:00
4195,1.0,2020-06-23 19:00:00,2020-06-23,19:00:00
4196,3.0,2020-06-23 20:00:00,2020-06-23,20:00:00
4197,1.0,2020-06-23 21:00:00,2020-06-23,21:00:00
4198,5.0,2020-06-23 22:00:00,2020-06-23,22:00:00
4199,3.0,2020-06-23 23:00:00,2020-06-23,23:00:00
4200,2.0,2020-06-24 00:00:00,2020-06-24,00:00:00
4201,5.0,2020-06-24 01:00:00,2020-06-24,01:00:00
4202,2.0,2020-06-24 02:00:00,2020-06-24,02:00:00
4203,3.0,2020-06-24 03:00:00,2020-06-24,03:00:00
4204,3.0,2020-06-24 04:00:00,2020-06-24,04:00:00
4205,3.0,2020-06-24 05:00:00,2020-06-24,05:00:00
4206,4.0,2020-06-24 06:00:00,2020-06-24,06:00:00
4207,7.0,2020-06-24 07:00:00,2020-06-24,07:00:00
4208,0.0,2020-06-24 08:00:00,2020-06-24,08:00:00
4209,3.0,2020-06-24 09:00:00,2020-06-24,09:00:00
4210,3.0,2020-06-24 10:00:00,2020-06-24,10:00:00
4211,6.0,2020-06-24 11:00:00,2020-06-24,11:00:00
4212,1.0,2020-06-24 12:00:00,2020-06-24,12:00:00
4213,4.0,2020-06-24 13:00:00,2020-06-24,13:00:00
4214,1.0,2020-06-24 14:00:00,2020-06-24,14:00:00
4215,6.0,2020-06-24 15:00:00,2020-06-24,15:00:00
4216,1.0,2020-06-24 16:00:00,2020-06-24,16:00:00
4217,3.0,2020-06-24 17:00:00,2020-06-24,17:00:00
4218,3.0,2020-06-24 18:00:00,2020-06-24,18:00:00
4219,4.0,2020-06-24 19:00:00,2020-06-24,19:00:00
4220,2.0,2020-06-24 20:00:00,2020-06-24,20:00:00
4221,1.0,2020-06-24 21:00:00,2020-06-24,21:00:00
4222,4.0,2020-06-24 22:00:00,2020-06-24,22:00:00
4223,1.0,2020-06-24 23:00:00,2020-06-24,23:00:00
4224,2.0,2020-06-25 00:00:00,2020-06-25,00:00:00
4225,2.0,2020-06-25 01:00:00,2020-06-25,01:00:00
4226,4.0,2020-06-25 02:00:00,2020-06-25,02:00:00
4227,5.0,2020-06-25 03:00:00,2020-06-25,03:00:00
4228,3.0,2020-06-25 04:00:00,2020-06-25,04:00:00
4229,0.0,2020-06-25 05:00:00,2020-06-25,05:00:00
4230,5.0,2020-06-25 06:00:00,2020-06-25,06:00:00
4231,6.0,2020-06-25 07:00:00,2020-06-25,07:00:00
4232,2.0,2020-06-25 08:00:00,2020-06-25,08:00:00
4233,3.0,2020-06-25 09:00:00,2020-06-25,09:00:00
4234,2.0,2020-06-25 10:00:00,2020-06-25,10:00:00
4235,3.0,2020-06-25 11:00:00,2020-06-25,11:00:00
4236,3.0,2020-06-25 12:00:00,2020-06-25,12:00:00
4237,4.0,2020-06-25 13:00:00,2020-06-25,13:00:00
4238,2.0,2020-06-25 14:00:00,2020-06-25,14:00:00
4239,3.0,2020-06-25 15:00:00,2020-06-25,15:00:00
4240,3.0,2020-06-25 16:00:00,2020-06-25,16:00:00
4241,3.0,2020-06-25 17:00:00,2020-06-25,17:00:00
4242,2.0,2020-06-25 18:00:00,2020-06-25,18:00:00
4243,1.0,2020-06-25 19:00:00,2020-06-25,19:00:00
4244,3.0,2020-06-25 20:00:00,2020-06-25,20:00:00
4245,6.0,2020-06-25 21:00:00,2020-06-25,21:00:00
4246,3.0,2020-06-25 22:00:00,2020-06-25,22:00:00
4247,1.0,2020-06-25 23:00:00,2020-06-25,23:00:00
4248,1.0,2020-06-26 00:00:00,2020-06-26,00:00:00
4249,4.0,2020-06-26 01:00:00,2020-06-26,01:00:00
4250,3.0,2020-06-26 02:00:00,2020-06-26,02:00:00
4251,4.0,2020-06-26 03:00:00,2020-06-26,03:00:00
4252,4.0,2020-06-26 04:00:00,2020-06-26,04:00:00
4253,4.0,2020-06-26 05:00:00,2020-06-26,05:00:00
4254,3.0,2020-06-26 06:00:00,2020-06-26,06:00:00
4255,4.0,2020-06-26 07:00:00,2020-06-26,07:00:00
4256,1.0,2020-06-26 08:00:00,2020-06-26,08:00:00
4257,2.0,2020-06-26 09:00:00,2020-06-26,09:00:00
4258,2.0,2020-06-26 10:00:00,2020-06-26,10:00:00
4259,6.0,2020-06-26 11:00:00,2020-06-26,11:00:00
4260,8.0,2020-06-26 12:00:00,2020-06-26,12:00:00
4261,3.0,2020-06-26 13:00:00,2020-06-26,13:00:00
4262,2.0,2020-06-26 14:00:00,2020-06-26,14:00:00
4263,4.0,2020-06-26 15:00:00,2020-06-26,15:00:00
4264,0.0,2020-06-26 16:00:00,2020-06-26,16:00:00
4265,1.0,2020-06-26 17:00:00,2020-06-26,17:00:00
4266,6.0,2020-06-26 18:00:00,2020-06-26,18:00:00
4267,1.0,2020-06-26 19:00:00,2020-06-26,19:00:00
4268,4.0,2020-06-26 20:00:00,2020-06-26,20:00:00
4269,3.0,2020-06-26 21:00:00,2020-06-26,21:00:00
4270,2.0,2020-06-26 22:00:00,2020-06-26,22:00:00
4271,2.0,2020-06-26 23:00:00,2020-06-26,23:00:00
4272,9.0,2020-06-27 00:00:00,2020-06-27,00:00:00
4273,2.0,2020-06-27 01:00:00,2020-06-27,01:00:00
4274,1.0,2020-06-27 02:00:00,2020-06-27,02:00:00
4275,3.0,2020-06-27 03:00:00,2020-06-27,03:00:00
4276,7.0,2020-06-27 04:00:00,2020-06-27,04:00:00
4277,4.0,2020-06-27 05:00:00,2020-06-27,05:00:00
4278,3.0,2020-06-27 06:00:00,2020-06-27,06:00:00
4279,2.0,2020-06-27 07:00:00,2020-06-27,07:00:00
4280,5.0,2020-06-27 08:00:00,2020-06-27,08:00:00
4281,4.0,2020-06-27 09:00:00,2020-06-27,09:00:00
4282,4.0,2020-06-27 10:00:00,2020-06-27,10:00:00
4283,7.0,2020-06-27 11:00:00,2020-06-27,11:00:00
4284,3.0,2020-06-27 12:00:00,2020-06-27,12:00:00
4285,6.0,2020-06-27 13:00:00,2020-06-27,13:00:00
4286,3.0,2020-06-27 14:00:00,2020-06-27,14:00:00
4287,6.0,2020-06-27 15:00:00,2020-06-27,15:00:00
4288,7.0,2020-06-27 16:00:00,2020-06-27,16:00:00
4289,4.0,2020-06-27 17:00:00,2020-06-27,17:00:00
4290,2.0,2020-06-27 18:00:00,2020-06-27,18:00:00
4291,1.0,2020-06-27 19:00:00,2020-06-27,19:00:00
4292,1.0,2020-06-27 20:00:00,2020-06-27,20:00:00
4293,1.0,2020-06-27 21:00:00,2020-06-27,21:00:00
4294,3.0,2020-06-27 22:00:00,2020-06-27,22:00:00
4295,5.0,2020-06-27 23:00:00,2020-06-27,23:00:00
4296,3.0,2020-06-28 00:00:00,2020-06-28,00:00:00
4297,0.0,2020-06-28 01:00:00,2020-06-28,01:00:00
4298,2.0,2020-06-28 02:00:00,2020-06-28,02:00:00
4299,4.0,2020-06-28 03:00:00,2020-06-28,03:00:00
4300,4.0,2020-06-28 04:00:00,2020-06-28,04:00:00
4301,2.0,2020-06-28 05:00:00,2020-06-28,05:00:00
4302,1.0,2020-06-28 06:00:00,2020-06-28,06:00:00
4303,3.0,2020-06-28 07:00:00,2020-06-28,07:00:00
4304,5.0,2020-06-28 08:00:00,2020-06-28,08:00:00
4305,2.0,2020-06-28 09:00:00,2020-06-28,09:00:00
4306,2.0,2020-06-28 10:00:00,2020-06-28,10:00:00
4307,2.0,2020-06-28 11:00:00,2020-06-28,11:00:00
4308,4.0,2020-06-28 12:00:00,2020-06-28,12:00:00
4309,2.0,2020-06-28 13:00:00,2020-06-28,13:00:00
4310,3.0,2020-06-28 14:00:00,2020-06-28,14:00:00
4311,1.0,2020-06-28 15:00:00,2020-06-28,15:00:00
4312,2.0,2020-06-28 16:00:00,2020-06-28,16:00:00
4313,1.0,2020-06-28 17:00:00,2020-06-28,17:00:00
4314,4.0,2020-06-28 18:00:00,2020-06-28,18:00:00
4315,4.0,2020-06-28 19:00:00,2020-06-28,19:00:00
4316,2.0,2020-06-28 20:00:00,2020-06-28,20:00:00
4317,6.0,2020-06-28 21:00:00,2020-06-28,21:00:00
4318,1.0,2020-06-28 22:00:00,2020-06-28,22:00:00
4319,1.0,2020-06-28 23:00:00,2020-06-28,23:00:00
4320,3.0,2020-06-29 00:00:00,2020-06-29,00:00:00
4321,4.0,2020-06-29 01:00:00,2020-06-29,01:00:00
4322,2.0,2020-06-29 02:00:00,2020-06-29,02:00:00
4323,2.0,2020-06-29 03:00:00,2020-06-29,03:00:00
4324,3.0,2020-06-29 04:00:00,2020-06-29,04:00:00
4325,3.0,2020-06-29 05:00:00,2020-06-29,05:00:00
4326,2.0,2020-06-29 06:00:00,2020-06-29,06:00:00
4327,3.0,2020-06-29 07:00:00,2020-06-29,07:00:00
4328,6.0,2020-06-29 08:00:00,2020-06-29,08:00:00
4329,3.0,2020-06-29 09:00:00,2020-06-29,09:00:00
4330,4.0,2020-06-29 10:00:00,2020-06-29,10:00:00
4331,6.0,2020-06-29 11:00:00,2020-06-29,11:00:00
4332,2.0,2020-06-29 12:00:00,2020-06-29,12:00:00
4333,3.0,2020-06-29 13:00:00,2020-06-29,13:00:00
4334,1.0,2020-06-29 14:00:00,2020-06-29,14:00:00
4335,3.0,2020-06-29 15:00:00,2020-06-29,15:00:00
4336,2.0,2020-06-29 16:00:00,2020-06-29,16:00:00
4337,3.0,2020-06-29 17:00:00,2020-06-29,17:00:00
4338,1.0,2020-06-29 18:00:00,2020-06-29,18:00:00
4339,2.0,2020-06-29 19:00:00,2020-06-29,19:00:00
4340,1.0,2020-06-29 20:00:00,2020-06-29,20:00:00
4341,1.0,2020-06-29 21:00:00,2020-06-29,21:00:00
4342,1.0,2020-06-29 22:00:00,2020-06-29,22:00:00
4343,3.0,2020-06-29 23:00:00,2020-06-29,23:00:00
4344,5.0,2020-06-30 00:00:00,2020-06-30,00:00:00
4345,4.0,2020-06-30 01:00:00,2020-06-30,01:00:00
4346,0.0,2020-06-30 02:00:00,2020-06-30,02:00:00
4347,1.0,2020-06-30 03:00:00,2020-06-30,03:00:00
4348,1.0,2020-06-30 04:00:00,2020-06-30,04:00:00
4349,7.0,2020-06-30 05:00:00,2020-06-30,05:00:00
4350,4.0,2020-06-30 06:00:00,2020-06-30,06:00:00
4351,1.0,2020-06-30 07:00:00,2020-06-30,07:00:00
4352,1.0,2020-06-30 08:00:00,2020-06-30,08:00:00
4353,3.0,2020-06-30 09:00:00,2020-06-30,09:00:00
4354,7.0,2020-06-30 10:00:00,2020-06-30,10:00:00
4355,3.0,2020-06-30 11:00:00,2020-06-30,11:00:00
4356,2.0,2020-06-30 12:00:00,2020-06-30,12:00:00
4357,3.0,2020-06-30 13:00:00,2020-06-30,13:00:00
4358,1.0,2020-06-30 14:00:00,2020-06-30,14:00:00
4359,4.0,2020-06-30 15:00:00,2020-06-30,15:00:00
4360,1.0,2020-06-30 16:00:00,2020-06-30,16:00:00
4361,7.0,2020-06-30 17:00:00,2020-06-30,17:00:00
4362,5.0,2020-06-30 18:00:00,2020-06-30,18:00:00
4363,4.0,2020-06-30 19:00:00,2020-06-30,19:00:00
4364,1.0,2020-06-30 20:00:00,2020-06-30,20:00:00
4365,1.0,2020-06-30 21:00:00,2020-06-30,21:00:00
4366,3.0,2020-06-30 22:00:00,2020-06-30,22:00:00
4367,4.0,2020-06-30 23:00:00,2020-06-30,23:00:00
4368,3.0,2020-07-01 00:00:00,2020-07-01,00:00:00
4369,2.0,2020-07-01 01:00:00,2020-07-01,01:00:00
4370,1.0,2020-07-01 02:00:00,2020-07-01,02:00:00
4371,3.0,2020-07-01 03:00:00,2020-07-01,03:00:00
4372,5.0,2020-07-01 04:00:00,2020-07-01,04:00:00
4373,5.0,2020-07-01 05:00:00,2020-07-01,05:00:00
4374,4.0,2020-07-01 06:00:00,2020-07-01,06:00:00
4375,1.0,2020-07-01 07:00:00,2020-07-01,07:00:00
4376,6.0,2020-07-01 08:00:00,2020-07-01,08:00:00
4377,3.0,2020-07-01 09:00:00,2020-07-01,09:00:00
4378,2.0,2020-07-01 10:00:00,2020-07-01,10:00:00
4379,0.0,2020-07-01 11:00:00,2020-07-01,11:00:00
4380,4.0,2020-07-01 12:00:00,2020-07-01,12:00:00
4381,5.0,2020-07-01 13:00:00,2020-07-01,13:00:00
4382,2.0,2020-07-01 14:00:00,2020-07-01,14:00:00
4383,3.0,2020-07-01 15:00:00,2020-07-01,15:00:00
4384,5.0,2020-07-01 16:00:00,2020-07-01,16:00:00
4385,2.0,2020-07-01 17:00:00,2020-07-01,17:00:00
4386,1.0,2020-07-01 18:00:00,2020-07-01,18:00:00
4387,3.0,2020-07-01 19:00:00,2020-07-01,19:00:00
4388,5.0,2020-07-01 20:00:00,2020-07-01,20:00:00
4389,3.0,2020-07-01 21:00:00,2020-07-01,21:00:00
4390,3.0,2020-07-01 22:00:00,2020-07-01,22:00:00
4391,3.0,2020-07-01 23:00:00,2020-07-01,23:00:00
4392,4.0,2020-07-02 00:00:00,2020-07-02,00:00:00
4393,4.0,2020-07-02 01:00:00,2020-07-02,01:00:00
4394,1.0,2020-07-02 02:00:00,2020-07-02,02:00:00
4395,3.0,2020-07-02 03:00:00,2020-07-02,03:00:00
4396,3.0,2020-07-02 04:00:00,2020-07-02,04:00:00
4397,3.0,2020-07-02 05:00:00,2020-07-02,05:00:00
4398,4.0,2020-07-02 06:00:00,2020-07-02,06:00:00
4399,1.0,2020-07-02 07:00:00,2020-07-02,07:00:00
4400,2.0,2020-07-02 08:00:00,2020-07-02,08:00:00
4401,6.0,2020-07-02 09:00:00,2020-07-02,09:00:00
4402,4.0,2020-07-02 10:00:00,2020-07-02,10:00:00
4403,3.0,2020-07-02 11:00:00,2020-07-02,11:00:00
4404,2.0,2020-07-02 12:00:00,2020-07-02,12:00:00
4405,2.0,2020-07-02 13:00:00,2020-07-02,13:00:00
4406,3.0,2020-07-02 14:00:00,2020-07-02,14:00:00
4407,1.0,2020-07-02 15:00:00,2020-07-02,15:00:00
4408,0.0,2020-07-02 16:00:00,2020-07-02,16:00:00
4409,5.0,2020-07-02 17:00:00,2020-07-02,17:00:00
4410,2.0,2020-07-02 18:00:00,2020-07-02,18:00:00
4411,3.0,2020-07-02 19:00:00,2020-07-02,19:00:00
4412,3.0,2020-07-02 20:00:00,2020-07-02,20:00:00
4413,4.0,2020-07-02 21:00:00,2020-07-02,21:00:00
4414,4.0,2020-07-02 22:00:00,2020-07-02,22:00:00
4415,4.0,2020-07-02 23:00:00,2020-07-02,23:00:00
4416,3.0,2020-07-03 00:00:00,2020-07-03,00:00:00
4417,2.0,2020-07-03 01:00:00,2020-07-03,01:00:00
4418,3.0,2020-07-03 02:00:00,2020-07-03,02:00:00
4419,5.0,2020-07-03 03:00:00,2020-07-03,03:00:00
4420,5.0,2020-07-03 04:00:00,2020-07-03,04:00:00
4421,4.0,2020-07-03 05:00:00,2020-07-03,05:00:00
4422,4.0,2020-07-03 06:00:00,2020-07-03,06:00:00
4423,5.0,2020-07-03 07:00:00,2020-07-03,07:00:00
4424,3.0,2020-07-03 08:00:00,2020-07-03,08:00:00
4425,3.0,2020-07-03 09:00:00,2020-07-03,09:00:00
4426,3.0,2020-07-03 10:00:00,2020-07-03,10:00:00
4427,4.0,2020-07-03 11:00:00,2020-07-03,11:00:00
4428,1.0,2020-07-03 12:00:00,2020-07-03,12:00:00
4429,7.0,2020-07-03 13:00:00,2020-07-03,13:00:00
4430,1.0,2020-07-03 14:00:00,2020-07-03,14:00:00
4431,3.0,2020-07-03 15:00:00,2020-07-03,15:00:00
4432,7.0,2020-07-03 16:00:00,2020-07-03,16:00:00
4433,4.0,2020-07-03 17:00:00,2020-07-03,17:00:00
4434,1.0,2020-07-03 18:00:00,2020-07-03,18:00:00
4435,2.0,2020-07-03 19:00:00,2020-07-03,19:00:00
4436,4.0,2020-07-03 20:00:00,2020-07-03,20:00:00
4437,3.0,2020-07-03 21:00:00,2020-07-03,21:00:00
4438,2.0,2020-07-03 22:00:00,2020-07-03,22:00:00
4439,1.0,2020-07-03 23:00:00,2020-07-03,23:00:00
4440,4.0,2020-07-04 00:00:00,2020-07-04,00:00:00
4441,2.0,2020-07-04 01:00:00,2020-07-04,01:00:00
4442,5.0,2020-07-04 02:00:00,2020-07-04,02:00:00
4443,2.0,2020-07-04 03:00:00,2020-07-04,03:00:00
4444,4.0,2020-07-04 04:00:00,2020-07-04,04:00:00
4445,5.0,2020-07-04 05:00:00,2020-07-04,05:00:00
4446,0.0,2020-07-04 06:00:00,2020-07-04,06:00:00
4447,1.0,2020-07-04 07:00:00,2020-07-04,07:00:00
4448,4.0,2020-07-04 08:00:00,2020-07-04,08:00:00
4449,1.0,2020-07-04 09:00:00,2020-07-04,09:00:00
4450,5.0,2020-07-04 10:00:00,2020-07-04,10:00:00
4451,3.0,2020-07-04 11:00:00,2020-07-04,11:00:00
4452,5.0,2020-07-04 12:00:00,2020-07-04,12:00:00
4453,2.0,2020-07-04 13:00:00,2020-07-04,13:00:00
4454,1.0,2020-07-04 14:00:00,2020-07-04,14:00:00
4455,6.0,2020-07-04 15:00:00,2020-07-04,15:00:00
4456,3.0,2020-07-04 16:00:00,2020-07-04,16:00:00
4457,2.0,2020-07-04 17:00:00,2020-07-04,17:00:00
4458,1.0,2020-07-04 18:00:00,2020-07-04,18:00:00
4459,0.0,2020-07-04 19:00:00,2020-07-04,19:00:00
4460,8.0,2020-07-04 20:00:00,2020-07-04,20:00:00
4461,4.0,2020-07-04 21:00:00,2020-07-04,21:00:00
4462,3.0,2020-07-04 22:00:00,2020-07-04,22:00:00
4463,5.0,2020-07-04 23:00:00,2020-07-04,23:00:00
4464,6.0,2020-07-05 00:00:00,2020-07-05,00:00:00
4465,3.0,2020-07-05 01:00:00,2020-07-05,01:00:00
4466,2.0,2020-07-05 02:00:00,2020-07-05,02:00:00
4467,2.0,2020-07-05 03:00:00,2020-07-05,03:00:00
4468,4.0,2020-07-05 04:00:00,2020-07-05,04:00:00
4469,2.0,2020-07-05 05:00:00,2020-07-05,05:00:00
4470,4.0,2020-07-05 06:00:00,2020-07-05,06:00:00
4471,8.0,2020-07-05 07:00:00,2020-07-05,07:00:00
4472,3.0,2020-07-05 08:00:00,2020-07-05,08:00:00
4473,5.0,2020-07-05 09:00:00,2020-07-05,09:00:00
4474,2.0,2020-07-05 10:00:00,2020-07-05,10:00:00
4475,0.0,2020-07-05 11:00:00,2020-07-05,11:00:00
4476,2.0,2020-07-05 12:00:00,2020-07-05,12:00:00
4477,4.0,2020-07-05 13:00:00,2020-07-05,13:00:00
4478,2.0,2020-07-05 14:00:00,2020-07-05,14:00:00
4479,5.0,2020-07-05 15:00:00,2020-07-05,15:00:00
4480,4.0,2020-07-05 16:00:00,2020-07-05,16:00:00
4481,7.0,2020-07-05 17:00:00,2020-07-05,17:00:00
4482,5.0,2020-07-05 18:00:00,2020-07-05,18:00:00
4483,2.0,2020-07-05 19:00:00,2020-07-05,19:00:00
4484,2.0,2020-07-05 20:00:00,2020-07-05,20:00:00
4485,2.0,2020-07-05 21:00:00,2020-07-05,21:00:00
4486,0.0,2020-07-05 22:00:00,2020-07-05,22:00:00
4487,3.0,2020-07-05 23:00:00,2020-07-05,23:00:00
4488,1.0,2020-07-06 00:00:00,2020-07-06,00:00:00
4489,2.0,2020-07-06 01:00:00,2020-07-06,01:00:00
4490,3.0,2020-07-06 02:00:00,2020-07-06,02:00:00
4491,2.0,2020-07-06 03:00:00,2020-07-06,03:00:00
4492,4.0,2020-07-06 04:00:00,2020-07-06,04:00:00
4493,1.0,2020-07-06 05:00:00,2020-07-06,05:00:00
4494,1.0,2020-07-06 06:00:00,2020-07-06,06:00:00
4495,5.0,2020-07-06 07:00:00,2020-07-06,07:00:00
4496,1.0,2020-07-06 08:00:00,2020-07-06,08:00:00
4497,2.0,2020-07-06 09:00:00,2020-07-06,09:00:00
4498,2.0,2020-07-06 10:00:00,2020-07-06,10:00:00
4499,1.0,2020-07-06 11:00:00,2020-07-06,11:00:00
4500,3.0,2020-07-06 12:00:00,2020-07-06,12:00:00
4501,2.0,2020-07-06 13:00:00,2020-07-06,13:00:00
4502,2.0,2020-07-06 14:00:00,2020-07-06,14:00:00
4503,2.0,2020-07-06 15:00:00,2020-07-06,15:00:00
4504,4.0,2020-07-06 16:00:00,2020-07-06,16:00:00
4505,3.0,2020-07-06 17:00:00,2020-07-06,17:00:00
4506,7.0,2020-07-06 18:00:00,2020-07-06,18:00:00
4507,2.0,2020-07-06 19:00:00,2020-07-06,19:00:00
4508,3.0,2020-07-06 20:00:00,2020-07-06,20:00:00
4509,3.0,2020-07-06 21:00:00,2020-07-06,21:00:00
4510,0.0,2020-07-06 22:00:00,2020-07-06,22:00:00
4511,4.0,2020-07-06 23:00:00,2020-07-06,23:00:00
4512,2.0,2020-07-07 00:00:00,2020-07-07,00:00:00
4513,3.0,2020-07-07 01:00:00,2020-07-07,01:00:00
4514,5.0,2020-07-07 02:00:00,2020-07-07,02:00:00
4515,3.0,2020-07-07 03:00:00,2020-07-07,03:00:00
4516,3.0,2020-07-07 04:00:00,2020-07-07,04:00:00
4517,1.0,2020-07-07 05:00:00,2020-07-07,05:00:00
4518,5.0,2020-07-07 06:00:00,2020-07-07,06:00:00
4519,0.0,2020-07-07 07:00:00,2020-07-07,07:00:00
4520,3.0,2020-07-07 08:00:00,2020-07-07,08:00:00
4521,1.0,2020-07-07 09:00:00,2020-07-07,09:00:00
4522,4.0,2020-07-07 10:00:00,2020-07-07,10:00:00
4523,4.0,2020-07-07 11:00:00,2020-07-07,11:00:00
4524,2.0,2020-07-07 12:00:00,2020-07-07,12:00:00
4525,5.0,2020-07-07 13:00:00,2020-07-07,13:00:00
4526,1.0,2020-07-07 14:00:00,2020-07-07,14:00:00
4527,4.0,2020-07-07 15:00:00,2020-07-07,15:00:00
4528,2.0,2020-07-07 16:00:00,2020-07-07,16:00:00
4529,1.0,2020-07-07 17:00:00,2020-07-07,17:00:00
4530,3.0,2020-07-07 18:00:00,2020-07-07,18:00:00
4531,2.0,2020-07-07 19:00:00,2020-07-07,19:00:00
4532,1.0,2020-07-07 20:00:00,2020-07-07,20:00:00
4533,3.0,2020-07-07 21:00:00,2020-07-07,21:00:00
4534,2.0,2020-07-07 22:00:00,2020-07-07,22:00:00
4535,3.0,2020-07-07 23:00:00,2020-07-07,23:00:00
4536,3.0,2020-07-08 00:00:00,2020-07-08,00:00:00
4537,5.0,2020-07-08 01:00:00,2020-07-08,01:00:00
4538,0.0,2020-07-08 02:00:00,2020-07-08,02:00:00
4539,3.0,2020-07-08 03:00:00,2020-07-08,03:00:00
